ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
#country+code,#meta+id,#indicator+name,#indicator+value+num,#indicator+precision,,#country+name,#date+year,#survey+id,#indicator+code,,,,,,,#indicator+label+code,#indicator+label,,,,,,,,,,,
KEN,643912,Households with 3 generations,12.5,1,KE,Kenya,2003,KE2003DHS,HC_OLDR_H_3GN,260781070,I,1000,0,Total,Total,0,,1,1,HCOLDRH3GN,,2003,DHS,8561,8561,,,
KEN,413614,Population living in non-nuclear families,43.5,1,KE,Kenya,2003,KE2003DHS,HC_OLDR_P_NNC,260782010,I,1000,0,Total,Total,0,,1,1,HCOLDRPNNC,,2003,DHS,37238,36687,,,
KEN,413619,De jure population age 65+,3.5,1,KE,Kenya,2003,KE2003DHS,HC_OLDR_P_65P,260782020,I,1000,0,Total,Total,0,,1,1,HCOLDRP65P,,2003,DHS,37238,36687,,,
KEN,69710,Women who are obese according to BMI (>=30.0),7.2,1,KE,Kenya,2008,KE2008DHS,AN_NUTS_W_OBS,114563110,I,1000,0,Total,Total,0,,1,1,ANNUTSWOBS,,2008-09,DHS,7548,7509,,,
KEN,744982,Women who do not smoke,98.3,1,KE,Kenya,2008,KE2008DHS,AH_TOBC_W_NON,151433040,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,AHTOBCWNON,,2008-09,DHS,8444,8444,,,
KEN,490962,Men who do not smoke,81.1,1,KE,Kenya,2008,KE2008DHS,AH_TOBC_M_NON,151434040,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,AHTOBCMNON,,2008-09,DHS,3258,3256,,,
KEN,153590,Final say in own health care [Women],73.3,1,KE,Kenya,2008,KE2008DHS,WE_DMAK_W_OHC,176403010,I,1000,0,Total,Total,0,,1,1,WEDMAKWOHC,,2008-09,DHS,4928,5041,,,
KEN,246778,Physical or sexual or emotional violence committed by husband/partner,45.3,1,KE,Kenya,2008,KE2008DHS,DV_SPVL_W_ANY,197433070,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPVLWANY,,2008-09,DHS,4336,4906,,,
KEN,248849,Physical or sexual or emotional violence committed by husband/partner in last 12 months,38,1,KE,Kenya,2008,KE2008DHS,DV_SPV1_W_ANY,198303070,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPV1WANY,,2008-09,DHS,4336,4906,,,
KEN,550774,"Women with access to newspaper, television and radio at least once a week",16.3,1,KE,Kenya,2008,KE2008DHS,ED_MDIA_W_3MD,231263040,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDMDIAW3MD,,2008-09,DHS,8444,8444,,,
KEN,3509,"Men with access to newspaper, television and radio at least once a week",31.3,1,KE,Kenya,2008,KE2008DHS,ED_MDIA_M_3MD,231264110,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDMDIAM3MD,,2008-09,DHS,3258,3256,,,
KEN,413761,Population with electricity,18.1,1,KE,Kenya,2008,KE2008DHS,HC_ELEC_P_ELC,260322010,I,1000,0,Total,Total,0,,1,1,HCELECPELC,,2008-09,DHS,38069,37870,,,
KEN,226521,Households possessing a television,28.1,1,KE,Kenya,2008,KE2008DHS,HC_HEFF_H_TLV,260561020,I,1000,0,Total,Total,0,,1,1,HCHEFFHTLV,,2008-09,DHS,9057,9057,,,
KEN,226524,Households possessing a mobile telephone,61.5,1,KE,Kenya,2008,KE2008DHS,HC_HEFF_H_MPH,260561030,I,1000,0,Total,Total,0,,1,1,HCHEFFHMPH,,2008-09,DHS,9057,9057,,,
KEN,226525,Households possessing a refrigerator,6.4,1,KE,Kenya,2008,KE2008DHS,HC_HEFF_H_FRG,260561050,I,1000,0,Total,Total,0,,1,1,HCHEFFHFRG,,2008-09,DHS,9057,9057,,,
KEN,31810,Households with members age 65+,14.5,1,KE,Kenya,2008,KE2008DHS,HC_OLDR_H_W65,260781050,I,1000,0,Total,Total,0,,1,1,HCOLDRHW65,,2008-09,DHS,9057,9057,,,
KEN,31809,Households with only members age 65+,2.9,1,KE,Kenya,2008,KE2008DHS,HC_OLDR_H_O65,260781060,I,1000,0,Total,Total,0,,1,1,HCOLDRHO65,,2008-09,DHS,9057,9057,,,
KEN,31811,Households with 3 generations,12.6,1,KE,Kenya,2008,KE2008DHS,HC_OLDR_H_3GN,260781070,I,1000,0,Total,Total,0,,1,1,HCOLDRH3GN,,2008-09,DHS,9057,9057,,,
KEN,572697,Population living in non-nuclear families,43,1,KE,Kenya,2008,KE2008DHS,HC_OLDR_P_NNC,260782010,I,1000,0,Total,Total,0,,1,1,HCOLDRPNNC,,2008-09,DHS,38069,37870,,,
KEN,572698,De jure population age 65+,4,1,KE,Kenya,2008,KE2008DHS,HC_OLDR_P_65P,260782020,I,1000,0,Total,Total,0,,1,1,HCOLDRP65P,,2008-09,DHS,38069,37870,,,
KEN,111495,Women who are obese according to BMI (>=30.0),10.1,1,KE,Kenya,2014,KE2014DHS,AN_NUTS_W_OBS,114563110,I,1000,0,Total,Total,0,,1,1,ANNUTSWOBS,,2014,DHS,13143,13215,,,
KEN,491701,Women who do not smoke,98.6,1,KE,Kenya,2014,KE2014DHS,AH_TOBC_W_NON,151433040,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,AHTOBCWNON,,2014,DHS,14625,14741,,,
KEN,680276,Men who do not smoke,82.5,1,KE,Kenya,2014,KE2014DHS,AH_TOBC_M_NON,151434040,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,AHTOBCMNON,,2014,DHS,12063,12014,,,
KEN,692773,Final say in own health care [Women],78.7,1,KE,Kenya,2014,KE2014DHS,WE_DMAK_W_OHC,176403010,I,1000,0,Total,Total,0,,1,1,WEDMAKWOHC,,2014,DHS,8710,9016,,,
KEN,757371,Final say in own health care [Men],93.5,1,KE,Kenya,2014,KE2014DHS,WE_DMAK_M_OHC,176404100,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,WEDMAKMOHC,,2014,DHS,6095,5989,,,
KEN,675828,Physical or sexual or emotional violence committed by husband/partner,47.1,1,KE,Kenya,2014,KE2014DHS,DV_SPVL_W_ANY,197433070,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPVLWANY,,2014,DHS,4023,4519,,,
KEN,503623,Physical or sexual or emotional violence committed by husband/partner in last 12 months,32.8,1,KE,Kenya,2014,KE2014DHS,DV_SPV1_W_ANY,198303070,I,10000,10000,Total 15-49,Total 15-49,631001,Ever-married,1,0,DVSPV1WANY,,2014,DHS,4023,4519,,,
KEN,770481,"Women with access to newspaper, television and radio at least once a week",10.7,1,KE,Kenya,2014,KE2014DHS,ED_MDIA_W_3MD,231263040,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDMDIAW3MD,,2014,DHS,31079,31079,,,
KEN,753669,"Men with access to newspaper, television and radio at least once a week",32.7,1,KE,Kenya,2014,KE2014DHS,ED_MDIA_M_3MD,231264110,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,EDMDIAM3MD,,2014,DHS,12063,12014,,,
KEN,575499,Population with electricity,28.8,1,KE,Kenya,2014,KE2014DHS,HC_ELEC_P_ELC,260322010,I,1000,0,Total,Total,0,,1,1,HCELECPELC,,2014,DHS,142708,151093,,,
KEN,414045,Households possessing a television,34.5,1,KE,Kenya,2014,KE2014DHS,HC_HEFF_H_TLV,260561020,I,1000,0,Total,Total,0,,1,1,HCHEFFHTLV,,2014,DHS,36430,36430,,,
KEN,414041,Households possessing a mobile telephone,86,1,KE,Kenya,2014,KE2014DHS,HC_HEFF_H_MPH,260561030,I,1000,0,Total,Total,0,,1,1,HCHEFFHMPH,,2014,DHS,36430,36430,,,
KEN,414044,Households possessing a refrigerator,6.2,1,KE,Kenya,2014,KE2014DHS,HC_HEFF_H_FRG,260561050,I,1000,0,Total,Total,0,,1,1,HCHEFFHFRG,,2014,DHS,36430,36430,,,
KEN,767966,Households with members age 65+,13,1,KE,Kenya,2014,KE2014DHS,HC_OLDR_H_W65,260781050,I,1000,0,Total,Total,0,,1,1,HCOLDRHW65,,2014,DHS,36430,36430,,,
KEN,767968,Households with only members age 65+,2.8,1,KE,Kenya,2014,KE2014DHS,HC_OLDR_H_O65,260781060,I,1000,0,Total,Total,0,,1,1,HCOLDRHO65,,2014,DHS,36430,36430,,,
KEN,767967,Households with 3 generations,11.1,1,KE,Kenya,2014,KE2014DHS,HC_OLDR_H_3GN,260781070,I,1000,0,Total,Total,0,,1,1,HCOLDRH3GN,,2014,DHS,36430,36430,,,
KEN,559412,Population living in non-nuclear families,41.3,1,KE,Kenya,2014,KE2014DHS,HC_OLDR_P_NNC,260782010,I,1000,0,Total,Total,0,,1,1,HCOLDRPNNC,,2014,DHS,142708,151093,,,
KEN,559421,De jure population age 65+,3.8,1,KE,Kenya,2014,KE2014DHS,HC_OLDR_P_65P,260782020,I,1000,0,Total,Total,0,,1,1,HCOLDRP65P,,2014,DHS,142708,151093,,,
KEN,749695,Population with electricity,32.3,1,KE,Kenya,2015,KE2015MIS,HC_ELEC_P_ELC,260322010,I,1000,0,Total,Total,0,,1,1,HCELECPELC,,2015,MIS,23565,25045,,,
KEN,414168,Households possessing a television,36.8,1,KE,Kenya,2015,KE2015MIS,HC_HEFF_H_TLV,260561020,I,1000,0,Total,Total,0,,1,1,HCHEFFHTLV,,2015,MIS,6481,6481,,,
KEN,414167,Households possessing a mobile telephone,90.1,1,KE,Kenya,2015,KE2015MIS,HC_HEFF_H_MPH,260561030,I,1000,0,Total,Total,0,,1,1,HCHEFFHMPH,,2015,MIS,6481,6481,,,
KEN,414173,Households possessing a refrigerator,8,1,KE,Kenya,2015,KE2015MIS,HC_HEFF_H_FRG,260561050,I,1000,0,Total,Total,0,,1,1,HCHEFFHFRG,,2015,MIS,6481,6481,,,
KEN,732726,Households with members age 65+,13,1,KE,Kenya,2015,KE2015MIS,HC_OLDR_H_W65,260781050,I,1000,0,Total,Total,0,,1,1,HCOLDRHW65,,2015,MIS,6481,6481,,,
KEN,732728,Households with only members age 65+,2.9,1,KE,Kenya,2015,KE2015MIS,HC_OLDR_H_O65,260781060,I,1000,0,Total,Total,0,,1,1,HCOLDRHO65,,2015,MIS,6481,6481,,,
KEN,732727,Households with 3 generations,9.9,1,KE,Kenya,2015,KE2015MIS,HC_OLDR_H_3GN,260781070,I,1000,0,Total,Total,0,,1,1,HCOLDRH3GN,,2015,MIS,6481,6481,,,
KEN,767788,Population living in non-nuclear families,39.8,1,KE,Kenya,2015,KE2015MIS,HC_OLDR_P_NNC,260782010,I,1000,0,Total,Total,0,,1,1,HCOLDRPNNC,,2015,MIS,23565,25045,,,
KEN,767789,De jure population age 65+,4.2,1,KE,Kenya,2015,KE2015MIS,HC_OLDR_P_65P,260782020,I,1000,0,Total,Total,0,,1,1,HCOLDRP65P,,2015,MIS,23565,25045,,,
KEN,20989,Women who used the internet in the past 12 months,34.4,1,KE,Kenya,2020,KE2020MIS,CO_INUS_W_U12,181273020,I,10000,10000,Total 15-49,Total 15-49,0,,1,1,COINUSWU12,,2020,MIS,6771,,,,
